,True Label,RF Time,Time
0,2.0,0.0,1612649103.2409644
1,2.0,0.0,1612649103.2615087
2,2.0,0.0,1612649103.2795827
3,2.0,0.0,1612649103.2979558
4,2.0,0.0,1612649103.3259144
5,2.0,0.0,1612649103.3535197
6,2.0,0.0,1612649103.3818402
7,2.0,0.0,1612649103.413284
8,2.0,0.0,1612649103.4422193
9,2.0,0.0,1612649103.4681823
10,2.0,0.0,1612649103.4925191
11,2.0,0.0,1612649103.5157762
12,2.0,0.0,1612649103.5404959
13,2.0,0.0,1612649103.5671353
14,2.0,0.0,1612649103.5949004
15,2.0,0.0,1612649103.616625
16,2.0,0.0,1612649103.6426516
17,2.0,0.0,1612649103.666417
18,2.0,0.0,1612649103.6896014
19,2.0,0.0,1612649103.7077603
20,2.0,0.0,1612649103.729887
21,2.0,0.0,1612649103.7522573
22,2.0,0.0,1612649103.7765877
23,2.0,0.0,1612649103.799637
24,2.0,0.0,1612649103.8225572
25,2.0,0.0,1612649103.8476562
26,2.0,0.0,1612649103.8727844
27,2.0,0.0,1612649103.898527
28,2.0,0.0,1612649103.9247022
29,2.0,0.0,1612649103.952241
30,2.0,0.0,1612649103.9759033
31,2.0,0.0,1612649103.9988654
32,2.0,0.0,1612649104.0210755
33,2.0,0.0,1612649104.043421
34,2.0,0.0,1612649104.0653443
35,2.0,0.0,1612649104.0905
36,2.0,0.0,1612649104.1146047
37,2.0,0.0,1612649104.1392443
38,2.0,0.0,1612649104.1564138
39,2.0,0.0,1612649104.175471
40,2.0,0.0,1612649104.2008383
41,2.0,0.0,1612649104.2242186
42,2.0,0.0,1612649104.2481153
43,2.0,0.0,1612649104.2717376
44,2.0,0.0,1612649104.295499
45,2.0,0.0,1612649104.32061
46,2.0,0.0,1612649104.3451474
47,2.0,0.0,1612649104.3627617
48,2.0,0.0,1612649104.3801298
49,2.0,0.0,1612649104.403257
50,2.0,0.0,1612649104.4249477
51,2.0,0.0,1612649104.4478133
52,2.0,0.0,1612649104.4730566
53,2.0,0.0,1612649104.4946635
54,2.0,0.0,1612649104.5187252
55,2.0,0.0,1612649104.542868
56,2.0,0.0,1612649104.5648527
57,2.0,0.0,1612649104.5855145
58,2.0,0.0,1612649104.6144662
59,2.0,0.0,1612649104.6369524
60,2.0,0.0,1612649104.6599193
61,2.0,0.0,1612649104.683866
62,2.0,0.0,1612649104.7067292
63,2.0,0.0,1612649104.730824
64,2.0,0.0,1612649104.753054
65,2.0,0.0,1612649104.771782
66,2.0,0.0,1612649104.7933023
67,2.0,0.0,1612649104.8141425
68,2.0,0.0,1612649104.8415747
69,2.0,0.0,1612649104.8680038
70,2.0,0.0,1612649104.8923132
71,2.0,0.0,1612649104.9192388
72,2.0,0.0,1612649104.941599
73,2.0,0.0,1612649104.9638824
74,2.0,0.0,1612649104.9814491
75,2.0,0.0,1612649105.0045552
76,2.0,0.0,1612649105.0289202
77,2.0,0.0,1612649105.0548754
78,2.0,0.0,1612649105.0790524
79,2.0,0.0,1612649105.1052473
80,2.0,0.0,1612649105.1333785
81,2.0,0.0,1612649105.1588516
82,2.0,0.0,1612649105.178191
83,2.0,0.0,1612649105.1984847
84,2.0,0.0,1612649105.22201
85,2.0,0.0,1612649105.2494972
86,2.0,0.0,1612649105.272588
87,2.0,0.0,1612649105.2962983
88,2.0,0.0,1612649105.3226142
89,2.0,0.0,1612649105.347807
90,2.0,0.0,1612649105.3715198
91,2.0,0.0,1612649105.3891032
92,2.0,0.0,1612649105.4063628
93,2.0,0.0,1612649105.4301825
