,True Label,RF Time,Time
0,2.0,0.0,1613483155.8443873
1,2.0,0.0,1613483155.8647063
2,2.0,0.0,1613483155.8823984
3,2.0,0.0,1613483155.9036055
4,2.0,0.0,1613483155.932227
5,2.0,0.0,1613483155.9620202
6,2.0,0.0,1613483155.9941921
7,2.0,0.0,1613483156.019403
8,2.0,0.0,1613483156.045549
9,2.0,0.0,1613483156.0736191
10,2.0,0.0,1613483156.101095
11,2.0,0.0,1613483156.1248388
12,2.0,0.0,1613483156.145517
13,2.0,0.0,1613483156.171821
14,2.0,0.0,1613483156.2037425
15,2.0,0.0,1613483156.2310512
16,2.0,0.0,1613483156.2585511
17,2.0,0.0,1613483156.2833056
18,2.0,0.0,1613483156.3068223
19,2.0,0.0,1613483156.3260303
20,2.0,0.0,1613483156.3437064
21,2.0,0.0,1613483156.3670692
22,2.0,0.0,1613483156.3911412
23,2.0,0.0,1613483156.4165735
24,2.0,0.0,1613483156.4416635
25,2.0,0.0,1613483156.465262
26,2.0,0.0,1613483156.4911401
27,2.0,0.0,1613483156.514494
28,2.0,0.0,1613483156.538079
29,2.0,0.0,1613483156.5602276
30,2.0,0.0,1613483156.5857894
31,2.0,0.0,1613483156.6111045
32,2.0,0.0,1613483156.636872
33,2.0,0.0,1613483156.663429
34,2.0,0.0,1613483156.6873193
35,2.0,0.0,1613483156.7106745
36,2.0,0.0,1613483156.7321072
37,2.0,0.0,1613483156.7497978
38,2.0,0.0,1613483156.768905
39,2.0,0.0,1613483156.7944322
40,2.0,0.0,1613483156.8196797
41,2.0,0.0,1613483156.8459888
42,2.0,0.0,1613483156.8702805
43,2.0,0.0,1613483156.8974943
44,2.0,0.0,1613483156.9216764
45,2.0,0.0,1613483156.9443622
46,2.0,0.0,1613483156.9619768
47,2.0,0.0,1613483156.9817443
48,2.0,0.0,1613483157.0064976
49,2.0,0.0,1613483157.0304728
50,2.0,0.0,1613483157.0560412
51,2.0,0.0,1613483157.082314
52,2.0,0.0,1613483157.1080165
53,2.0,0.0,1613483157.1343954
54,2.0,0.0,1613483157.1569958
55,2.0,0.0,1613483157.1744123
56,2.0,0.0,1613483157.1973028
57,2.0,0.0,1613483157.2222612
58,2.0,0.0,1613483157.246729
59,2.0,0.0,1613483157.272558
60,2.0,0.0,1613483157.299774
61,2.0,0.0,1613483157.3242428
62,2.0,0.0,1613483157.3482919
63,2.0,0.0,1613483157.372025
64,2.0,0.0,1613483157.3892093
65,2.0,0.0,1613483157.4100804
66,2.0,0.0,1613483157.434793
67,2.0,0.0,1613483157.4612079
68,2.0,0.0,1613483157.4873557
69,2.0,0.0,1613483157.5135696
70,2.0,0.0,1613483157.5409148
71,2.0,0.0,1613483157.5677989
72,2.0,0.0,1613483157.5877461
73,2.0,0.0,1613483157.6051073
74,2.0,0.0,1613483157.6280935
