,True Label,RF Time,Time
0,4.0,0.0,1613481043.51806
1,4.0,0.0,1613481043.5371964
2,4.0,0.0,1613481043.556472
3,4.0,0.0,1613481043.5740929
4,4.0,0.0,1613481043.6007388
5,4.0,0.0,1613481043.6323192
6,4.0,0.0,1613481043.6656728
7,4.0,0.0,1613481043.694513
8,4.0,0.0,1613481043.7253337
9,4.0,0.0,1613481043.7533383
10,4.0,0.0,1613481043.782893
11,4.0,0.0,1613481043.8030777
12,4.0,0.0,1613481043.8268847
13,4.0,0.0,1613481043.851004
14,4.0,0.0,1613481043.8789678
15,4.0,0.0,1613481043.9025707
16,4.0,0.0,1613481043.927723
17,4.0,0.0,1613481043.9556804
18,4.0,0.0,1613481043.9842253
19,4.0,0.0,1613481044.003382
20,4.0,0.0,1613481044.027744
21,4.0,0.0,1613481044.0518472
22,4.0,0.0,1613481044.0781488
23,4.0,0.0,1613481044.1029656
24,4.0,0.0,1613481044.1282692
25,4.0,0.0,1613481044.1532004
26,4.0,0.0,1613481044.1814404
27,4.0,0.0,1613481044.2010496
28,4.0,0.0,1613481044.2235107
29,4.0,0.0,1613481044.2485075
30,4.0,0.0,1613481044.2790732
31,4.0,0.0,1613481044.3051255
32,4.0,0.0,1613481044.3296468
33,4.0,0.0,1613481044.3546448
34,4.0,0.0,1613481044.3785503
35,4.0,0.0,1613481044.3982184
36,4.0,0.0,1613481044.416159
37,4.0,0.0,1613481044.4391003
38,4.0,0.0,1613481044.464492
39,4.0,0.0,1613481044.488283
40,4.0,0.0,1613481044.5130954
41,4.0,0.0,1613481044.536692
42,4.0,0.0,1613481044.5636404
43,4.0,0.0,1613481044.5879529
44,4.0,0.0,1613481044.6102006
45,4.0,0.0,1613481044.6284437
46,4.0,0.0,1613481044.6462698
47,4.0,0.0,1613481044.6726131
48,4.0,0.0,1613481044.6979394
49,4.0,0.0,1613481044.7251587
50,4.0,0.0,1613481044.751483
51,4.0,0.0,1613481044.7789645
52,4.0,0.0,1613481044.8043065
53,4.0,0.0,1613481044.8274496
54,4.0,0.0,1613481044.8460178
55,4.0,0.0,1613481044.8686876
56,4.0,0.0,1613481044.893102
57,4.0,0.0,1613481044.9218822
58,4.0,0.0,1613481044.9465244
59,4.0,0.0,1613481044.96974
60,4.0,0.0,1613481044.9940138
61,4.0,0.0,1613481045.019875
62,4.0,0.0,1613481045.0387993
63,4.0,0.0,1613481045.0564957
64,4.0,0.0,1613481045.0769672
65,4.0,0.0,1613481045.1013942
66,4.0,0.0,1613481045.1319432
67,4.0,0.0,1613481045.1601326
68,4.0,0.0,1613481045.1861522
69,4.0,0.0,1613481045.2125902
70,4.0,0.0,1613481045.2369905
71,4.0,0.0,1613481045.2612145
72,4.0,0.0,1613481045.2789152
73,4.0,0.0,1613481045.3032892
74,4.0,0.0,1613481045.3276544
75,4.0,0.0,1613481045.3571138
76,4.0,0.0,1613481045.3803232
77,4.0,0.0,1613481045.4049964
78,4.0,0.0,1613481045.432397
79,4.0,0.0,1613481045.4592535
80,4.0,0.0,1613481045.4802945
81,4.0,0.0,1613481045.5020707
82,4.0,0.0,1613481045.5288079
83,4.0,0.0,1613481045.5557325
84,4.0,0.0,1613481045.5802875
85,4.0,0.0,1613481045.6094034
86,4.0,0.0,1613481045.6335626
87,4.0,0.0,1613481045.6572351
88,4.0,0.0,1613481045.6754196
89,4.0,0.0,1613481045.7001908
90,4.0,0.0,1613481045.7272267
91,4.0,0.0,1613481045.7519763
92,4.0,0.0,1613481045.7778854
93,4.0,0.0,1613481045.8018334
94,4.0,0.0,1613481045.8281434
95,4.0,0.0,1613481045.8516166
96,4.0,0.0,1613481045.8713682
97,4.0,0.0,1613481045.8884587
