,True Label,RF Time,Time
0,2.0,0.0,1612692290.5498266
1,2.0,0.0,1612692290.5707402
2,2.0,0.0,1612692290.5903401
3,2.0,0.0,1612692290.611857
4,2.0,0.0,1612692290.6432514
5,2.0,0.0,1612692290.6734922
6,2.0,0.0,1612692290.7045538
7,2.0,0.0,1612692290.738309
8,2.0,1.0,1612692290.7699788
9,2.0,1.0,1612692290.8008306
10,2.0,1.0,1612692290.8297627
11,2.0,1.0,1612692290.85815
12,2.0,1.0,1612692290.885253
13,2.0,1.0,1612692290.9113758
14,2.0,1.0,1612692290.936608
15,2.0,1.0,1612692290.9624271
16,2.0,1.0,1612692290.990048
17,2.0,1.0,1612692291.014927
18,2.0,1.0,1612692291.0340095
19,2.0,1.0,1612692291.0596046
20,2.0,1.0,1612692291.0836694
21,2.0,1.0,1612692291.1094115
22,2.0,1.0,1612692291.1348355
23,2.0,1.0,1612692291.1590261
24,2.0,1.0,1612692291.1840904
25,2.0,1.0,1612692291.2085423
26,2.0,1.0,1612692291.2299805
27,2.0,1.0,1612692291.2541249
28,2.0,1.0,1612692291.2786567
29,2.0,1.0,1612692291.3117235
30,2.0,1.0,1612692291.3366916
31,2.0,1.0,1612692291.3624282
32,2.0,1.0,1612692291.3862047
33,2.0,1.0,1612692291.4099748
34,2.0,1.0,1612692291.430633
35,2.0,1.0,1612692291.4489102
36,2.0,1.0,1612692291.4718301
37,2.0,1.0,1612692291.4960392
38,2.0,1.0,1612692291.5208755
39,2.0,1.0,1612692291.5463965
40,2.0,1.0,1612692291.57252
41,2.0,1.0,1612692291.600329
42,2.0,1.0,1612692291.631354
43,2.0,1.0,1612692291.6554492
44,2.0,1.0,1612692291.672805
45,2.0,1.0,1612692291.6978345
46,2.0,1.0,1612692291.721767
47,2.0,1.0,1612692291.749775
48,2.0,1.0,1612692291.7729578
49,2.0,1.0,1612692291.7978632
50,2.0,1.0,1612692291.8257663
51,2.0,1.0,1612692291.8505983
52,2.0,1.0,1612692291.8769186
53,2.0,1.0,1612692291.9020016
54,2.0,1.0,1612692291.926859
55,2.0,1.0,1612692291.9524693
56,2.0,1.0,1612692291.9775577
57,2.0,1.0,1612692292.0021722
58,2.0,1.0,1612692292.02898
59,2.0,1.0,1612692292.053158
60,2.0,1.0,1612692292.0798988
61,2.0,1.0,1612692292.1044133
62,2.0,1.0,1612692292.1218128
63,2.0,1.0,1612692292.143309
64,2.0,1.0,1612692292.1692708
65,2.0,1.0,1612692292.1963692
66,2.0,1.0,1612692292.2215807
67,2.0,1.0,1612692292.2458916
68,2.0,1.0,1612692292.270158
69,2.0,1.0,1612692292.293739
70,2.0,1.0,1612692292.3176413
71,2.0,1.0,1612692292.3357744
72,2.0,1.0,1612692292.3557968
73,2.0,1.0,1612692292.3802319
74,2.0,1.0,1612692292.4059296
75,2.0,1.0,1612692292.4302988
76,2.0,1.0,1612692292.4543688
77,2.0,1.0,1612692292.4823794
78,2.0,1.0,1612692292.5071702
79,2.0,1.0,1612692292.5301683
80,2.0,1.0,1612692292.548576
81,2.0,1.0,1612692292.5679197
82,2.0,1.0,1612692292.5948753
83,2.0,1.0,1612692292.6185129
84,2.0,1.0,1612692292.6474173
85,2.0,1.0,1612692292.6735933
86,2.0,1.0,1612692292.7026827
87,2.0,1.0,1612692292.7300477
88,2.0,1.0,1612692292.7526
89,2.0,1.0,1612692292.7697659
90,2.0,1.0,1612692292.7960396
